mmsi,timestamp,lat,lon,speed_knots,course_deg
240000000,2019-07-28T02:35:00,-7.2691,-33.67708,14.5,130.0
100000003,2019-07-28T02:40:00,-9.54063,-29.15864,12.2,23.0
100000004,2019-07-28T02:40:00,-9.39775,-29.19945,11.2,267.5
100000005,2019-07-28T02:40:00,-8.21517,-32.76424,14.9,124.1
240000000,2019-07-28T02:40:00,-7.27778,-33.66667,14.5,130.0
100000003,2019-07-28T02:45:00,-9.53599,-29.15667,11.4,23.0
100000004,2019-07-28T02:45:00,-9.3979,-29.20288,12.1,267.5
100000005,2019-07-28T02:45:00,-8.21846,-32.75937,14.9,124.1
240000000,2019-07-28T02:45:00,-7.28646,-33.65625,14.5,130.0
100000003,2019-07-28T02:50:00,-9.53135,-29.1547,13.7,23.0
100000004,2019-07-28T02:50:00,-9.39804,-29.2063,14.2,267.5
100000005,2019-07-28T02:50:00,-8.22176,-32.7545,14.0,124.1
240000000,2019-07-28T02:50:00,-7.29514,-33.64583,14.5,130.0
100000003,2019-07-28T02:55:00,-9.52671,-29.15272,12.8,23.0
100000004,2019-07-28T02:55:00,-9.39819,-29.20973,14.0,267.5
100000005,2019-07-28T02:55:00,-8.22506,-32.74963,11.5,124.1
240000000,2019-07-28T02:55:00,-7.30382,-33.63542,14.5,130.0
100000003,2019-07-28T03:00:00,-9.52207,-29.15075,11.5,23.0
100000004,2019-07-28T03:00:00,-9.39834,-29.21315,11.7,267.5
100000005,2019-07-28T03:00:00,-8.22836,-32.74476,14.0,124.1
240000000,2019-07-28T03:00:00,-7.3125,-33.625,14.5,130.0
100000003,2019-07-28T03:05:00,-9.51743,-29.14878,13.0,23.0
100000004,2019-07-28T03:05:00,-9.39849,-29.21658,11.8,267.5
100000005,2019-07-28T03:05:00,-8.23165,-32.73989,11.1,124.1
240000000,2019-07-28T03:05:00,-7.32118,-33.61458,14.5,130.0
100000003,2019-07-28T03:10:00,-9.51279,-29.14681,11.1,23.0
100000004,2019-07-28T03:10:00,-9.39864,-29.22,12.5,267.5
100000005,2019-07-28T03:10:00,-8.23495,-32.73502,11.1,124.1
240000000,2019-07-28T03:10:00,-7.32986,-33.60417,14.5,130.0
100000003,2019-07-28T03:15:00,-9.50815,-29.14483,14.6,23.0
100000004,2019-07-28T03:15:00,-9.39878,-29.22343,12.9,267.5
100000005,2019-07-28T03:15:00,-8.23825,-32.73015,12.3,124.1
240000000,2019-07-28T03:15:00,-7.33854,-33.59375,14.5,130.0
100000003,2019-07-28T03:20:00,-9.50351,-29.14286,12.0,23.0
100000004,2019-07-28T03:20:00,-9.39893,-29.22685,13.5,267.5
100000005,2019-07-28T03:20:00,-8.24155,-32.72528,13.0,124.1
240000000,2019-07-28T03:20:00,-7.34722,-33.58333,14.5,130.0
100000003,2019-07-28T03:25:00,-9.49887,-29.14089,13.7,23.0
100000004,2019-07-28T03:25:00,-9.39908,-29.23028,12.5,267.5
100000005,2019-07-28T03:25:00,-8.24484,-32.72041,14.1,124.1
240000000,2019-07-28T03:25:00,-7.3559,-33.57292,14.5,130.0
100000003,2019-07-28T03:30:00,-9.49423,-29.13891,12.2,23.0
100000004,2019-07-28T03:30:00,-9.39923,-29.2337,12.9,267.5
100000005,2019-07-28T03:30:00,-8.24814,-32.71554,13.7,124.1
240000000,2019-07-28T03:30:00,-7.36458,-33.5625,14.5,130.0
100000003,2019-07-28T03:35:00,-9.48959,-29.13694,13.1,23.0
100000004,2019-07-28T03:35:00,-9.39937,-29.23713,14.0,267.5
100000005,2019-07-28T03:35:00,-8.25144,-32.71067,12.8,124.1
240000000,2019-07-28T03:35:00,-7.37326,-33.55208,14.5,130.0
100000003,2019-07-28T03:40:00,-9.48495,-29.13497,13.2,23.0
100000004,2019-07-28T03:40:00,-9.39952,-29.24055,11.1,267.5
100000005,2019-07-28T03:40:00,-8.25474,-32.7058,12.1,124.1
240000000,2019-07-28T03:40:00,-7.38194,-33.54167,14.5,130.0
100000003,2019-07-28T03:45:00,-9.48032,-29.13299,11.7,23.0
100000004,2019-07-28T03:45:00,-9.39967,-29.24398,12.0,267.5
100000005,2019-07-28T03:45:00,-8.25803,-32.70093,15.0,124.1
240000000,2019-07-28T03:45:00,-7.39062,-33.53125,14.5,130.0
100000003,2019-07-28T03:50:00,-9.47568,-29.13102,14.9,23.0
100000004,2019-07-28T03:50:00,-9.39982,-29.2474,13.9,267.5
100000005,2019-07-28T03:50:00,-8.26133,-32.69606,12.7,124.1
240000000,2019-07-28T03:50:00,-7.39931,-33.52083,14.5,130.0
100000003,2019-07-28T03:55:00,-9.47104,-29.12905,14.1,23.0
100000004,2019-07-28T03:55:00,-9.39996,-29.25083,14.6,267.5
100000005,2019-07-28T03:55:00,-8.26463,-32.69119,12.8,124.1
240000000,2019-07-28T03:55:00,-7.40799,-33.51042,14.5,130.0
100000003,2019-07-28T04:00:00,-9.4664,-29.12707,14.8,23.0
100000004,2019-07-28T04:00:00,-9.40011,-29.25425,13.0,267.5
100000005,2019-07-28T04:00:00,-8.26793,-32.68632,11.7,124.1
240000000,2019-07-28T04:00:00,-7.41667,-33.5,14.5,130.0
100000003,2019-07-28T04:05:00,-9.46176,-29.1251,14.6,23.0
100000004,2019-07-28T04:05:00,-9.40026,-29.25768,13.1,267.5
100000005,2019-07-28T04:05:00,-8.27122,-32.68145,14.2,124.1
240000000,2019-07-28T04:05:00,-7.42535,-33.48958,14.5,130.0
100000003,2019-07-28T04:10:00,-9.45712,-29.12313,13.4,23.0
100000004,2019-07-28T04:10:00,-9.40041,-29.2611,11.4,267.5
100000005,2019-07-28T04:10:00,-8.27452,-32.67658,13.8,124.1
240000000,2019-07-28T04:10:00,-7.43403,-33.47917,14.5,130.0
100000003,2019-07-28T04:15:00,-9.45248,-29.12115,14.7,23.0
100000004,2019-07-28T04:15:00,-9.40055,-29.26453,12.8,267.5
100000005,2019-07-28T04:15:00,-8.27782,-32.67171,11.9,124.1
240000000,2019-07-28T04:15:00,-7.44271,-33.46875,14.5,130.0
100000003,2019-07-28T04:20:00,-9.44784,-29.11918,11.4,23.0
100000004,2019-07-28T04:20:00,-9.4007,-29.26795,13.1,267.5
100000005,2019-07-28T04:20:00,-8.28112,-32.66684,11.3,124.1
240000000,2019-07-28T04:20:00,-7.45139,-33.45833,14.5,130.0
100000003,2019-07-28T04:25:00,-9.4432,-29.11721,11.8,23.0
100000004,2019-07-28T04:25:00,-9.40085,-29.27138,12.0,267.5
100000005,2019-07-28T04:25:00,-8.28442,-32.66197,13.7,124.1
240000000,2019-07-28T04:25:00,-7.46007,-33.44792,14.5,130.0
100000003,2019-07-28T04:30:00,-9.43856,-29.11523,11.2,23.0
100000004,2019-07-28T04:30:00,-9.401,-29.2748,12.1,267.5
100000005,2019-07-28T04:30:00,-8.28771,-32.6571,13.6,124.1
240000000,2019-07-28T04:30:00,-7.46875,-33.4375,14.5,130.0
100000003,2019-07-28T04:35:00,-9.43392,-29.11326,12.3,23.0
100000004,2019-07-28T04:35:00,-9.40114,-29.27823,12.5,267.5
100000005,2019-07-28T04:35:00,-8.29101,-32.65223,12.1,124.1
240000000,2019-07-28T04:35:00,-7.47743,-33.42708,14.5,130.0
100000003,2019-07-28T04:40:00,-9.42928,-29.11129,12.6,23.0
100000004,2019-07-28T04:40:00,-9.40129,-29.28165,11.1,267.5
100000005,2019-07-28T04:40:00,-8.29431,-32.64736,14.8,124.1
240000000,2019-07-28T04:40:00,-7.48611,-33.41667,14.5,130.0
100000003,2019-07-28T04:45:00,-9.42464,-29.10931,12.1,23.0
100000004,2019-07-28T04:45:00,-9.40144,-29.28508,12.3,267.5
100000005,2019-07-28T04:45:00,-8.29761,-32.64249,11.6,124.1
240000000,2019-07-28T04:45:00,-7.49479,-33.40625,14.5,130.0
100000003,2019-07-28T04:50:00,-9.42,-29.10734,14.3,23.0
100000004,2019-07-28T04:50:00,-9.40159,-29.2885,11.8,267.5
100000005,2019-07-28T04:50:00,-8.3009,-32.63762,12.7,124.1
240000000,2019-07-28T04:50:00,-7.50347,-33.39583,14.5,130.0
100000003,2019-07-28T04:55:00,-9.41536,-29.10537,12.4,23.0
100000004,2019-07-28T04:55:00,-9.40174,-29.29193,12.3,267.5
100000005,2019-07-28T04:55:00,-8.3042,-32.63275,14.8,124.1
240000000,2019-07-28T04:55:00,-7.51215,-33.38542,14.5,130.0
100000003,2019-07-28T05:00:00,-9.41072,-29.1034,12.1,23.0
100000004,2019-07-28T05:00:00,-9.40188,-29.29535,11.5,267.5
100000005,2019-07-28T05:00:00,-8.3075,-32.62788,12.7,124.1
240000000,2019-07-28T05:00:00,-7.52083,-33.375,14.5,130.0
100000003,2019-07-28T05:05:00,-9.40608,-29.10142,13.2,23.0
100000004,2019-07-28T05:05:00,-9.40203,-29.29878,14.6,267.5
100000005,2019-07-28T05:05:00,-8.3108,-32.62301,13.6,124.1
240000000,2019-07-28T05:05:00,-7.52951,-33.36458,14.5,130.0
100000003,2019-07-28T05:10:00,-9.40144,-29.09945,11.6,23.0
100000004,2019-07-28T05:10:00,-9.40218,-29.3022,13.4,267.5
100000005,2019-07-28T05:10:00,-8.31409,-32.61814,12.6,124.1
240000000,2019-07-28T05:10:00,-7.53819,-33.35417,14.5,130.0
100000003,2019-07-28T05:15:00,-9.3968,-29.09748,14.2,23.0
100000004,2019-07-28T05:15:00,-9.40233,-29.30563,13.7,267.5
100000005,2019-07-28T05:15:00,-8.31739,-32.61327,12.1,124.1
240000000,2019-07-28T05:15:00,-7.54687,-33.34375,14.5,130.0
100000003,2019-07-28T05:20:00,-9.39216,-29.0955,11.3,23.0
100000004,2019-07-28T05:20:00,-9.40247,-29.30905,14.2,267.5
100000005,2019-07-28T05:20:00,-8.32069,-32.6084,14.9,124.1
240000000,2019-07-28T05:20:00,-7.55556,-33.33333,14.5,130.0
100000003,2019-07-28T05:25:00,-9.38752,-29.09353,14.9,23.0
100000004,2019-07-28T05:25:00,-9.40262,-29.31248,13.0,267.5
100000005,2019-07-28T05:25:00,-8.32399,-32.60352,12.6,124.1
240000000,2019-07-28T05:25:00,-7.56424,-33.32292,14.5,130.0
100000003,2019-07-28T05:30:00,-9.38288,-29.09156,14.1,23.0
100000004,2019-07-28T05:30:00,-9.40277,-29.3159,11.3,267.5
100000005,2019-07-28T05:30:00,-8.32728,-32.59865,14.6,124.1
240000000,2019-07-28T05:30:00,-7.57292,-33.3125,14.5,130.0
100000003,2019-07-28T05:35:00,-9.37824,-29.08958,11.8,23.0
100000004,2019-07-28T05:35:00,-9.40292,-29.31933,13.1,267.5
100000005,2019-07-28T05:35:00,-8.33058,-32.59378,11.9,124.1
240000000,2019-07-28T05:35:00,-7.5816,-33.30208,14.5,130.0
100000003,2019-07-28T05:40:00,-9.3736,-29.08761,11.0,23.0
100000004,2019-07-28T05:40:00,-9.40306,-29.32275,13.3,267.5
100000005,2019-07-28T05:40:00,-8.33388,-32.58891,11.9,124.1
240000000,2019-07-28T05:40:00,-7.59028,-33.29167,14.5,130.0
100000003,2019-07-28T05:45:00,-9.36896,-29.08564,14.3,23.0
100000004,2019-07-28T05:45:00,-9.40321,-29.32618,14.0,267.5
100000005,2019-07-28T05:45:00,-8.33718,-32.58404,11.1,124.1
240000000,2019-07-28T05:45:00,-7.59896,-33.28125,14.5,130.0
100000003,2019-07-28T05:50:00,-9.36432,-29.08366,13.8,23.0
100000004,2019-07-28T05:50:00,-9.40336,-29.3296,12.7,267.5
100000005,2019-07-28T05:50:00,-8.34047,-32.57917,13.6,124.1
240000000,2019-07-28T05:50:00,-7.60764,-33.27083,14.5,130.0
100000003,2019-07-28T05:55:00,-9.35968,-29.08169,13.9,23.0
100000004,2019-07-28T05:55:00,-9.40351,-29.33303,11.5,267.5
100000005,2019-07-28T05:55:00,-8.34377,-32.5743,12.5,124.1
240000000,2019-07-28T05:55:00,-7.61632,-33.26042,14.5,130.0
100000003,2019-07-28T06:00:00,-9.35504,-29.07972,14.1,23.0
100000004,2019-07-28T06:00:00,-9.40365,-29.33645,12.1,267.5
100000005,2019-07-28T06:00:00,-8.34707,-32.56943,14.5,124.1
240000000,2019-07-28T06:00:00,-7.625,-33.25,14.5,130.0
100000003,2019-07-28T06:05:00,-9.3504,-29.07774,11.3,23.0
100000004,2019-07-28T06:05:00,-9.4038,-29.33988,12.5,267.5
100000005,2019-07-28T06:05:00,-8.35037,-32.56456,12.9,124.1
240000000,2019-07-28T06:05:00,-7.63368,-33.23958,14.5,130.0
100000003,2019-07-28T06:10:00,-9.34576,-29.07577,12.4,23.0
100000004,2019-07-28T06:10:00,-9.40395,-29.3433,13.6,267.5
100000005,2019-07-28T06:10:00,-8.35367,-32.55969,14.9,124.1
240000000,2019-07-28T06:10:00,-7.64236,-33.22917,14.5,130.0
100000003,2019-07-28T06:15:00,-9.34112,-29.0738,11.5,23.0
100000004,2019-07-28T06:15:00,-9.4041,-29.34673,13.3,267.5
100000005,2019-07-28T06:15:00,-8.35696,-32.55482,11.7,124.1
240000000,2019-07-28T06:15:00,-7.65104,-33.21875,14.5,130.0
100000003,2019-07-28T06:20:00,-9.33648,-29.07182,14.5,23.0
100000004,2019-07-28T06:20:00,-9.40425,-29.35015,12.4,267.5
100000005,2019-07-28T06:20:00,-8.36026,-32.54995,14.5,124.1
240000000,2019-07-28T06:20:00,-7.65972,-33.20833,14.5,130.0
100000003,2019-07-28T06:25:00,-9.33184,-29.06985,13.5,23.0
100000004,2019-07-28T06:25:00,-9.40439,-29.35358,14.9,267.5
100000005,2019-07-28T06:25:00,-8.36356,-32.54508,14.1,124.1
240000000,2019-07-28T06:25:00,-7.6684,-33.19792,14.5,130.0
100000003,2019-07-28T06:30:00,-9.3272,-29.06788,12.3,23.0
100000004,2019-07-28T06:30:00,-9.40454,-29.357,13.4,267.5
100000005,2019-07-28T06:30:00,-8.36686,-32.54021,14.1,124.1
240000000,2019-07-28T06:30:00,-7.67708,-33.1875,14.5,130.0
100000003,2019-07-28T06:35:00,-9.32256,-29.06591,11.3,23.0
100000004,2019-07-28T06:35:00,-9.40469,-29.36043,11.9,267.5
100000005,2019-07-28T06:35:00,-8.37015,-32.53534,14.4,124.1
240000000,2019-07-28T06:35:00,-7.68576,-33.17708,14.5,130.0
100000003,2019-07-28T06:40:00,-9.31792,-29.06393,12.2,23.0
100000004,2019-07-28T06:40:00,-9.40484,-29.36385,11.4,267.5
100000005,2019-07-28T06:40:00,-8.37345,-32.53047,14.0,124.1
240000000,2019-07-28T06:40:00,-7.69444,-33.16667,14.5,130.0
100000003,2019-07-28T06:45:00,-9.31328,-29.06196,12.3,23.0
100000004,2019-07-28T06:45:00,-9.40498,-29.36728,11.6,267.5
100000005,2019-07-28T06:45:00,-8.37675,-32.5256,13.5,124.1
240000000,2019-07-28T06:45:00,-7.70312,-33.15625,14.5,130.0
100000003,2019-07-28T06:50:00,-9.30864,-29.05999,13.9,23.0
100000004,2019-07-28T06:50:00,-9.40513,-29.3707,12.0,267.5
100000005,2019-07-28T06:50:00,-8.38005,-32.52073,11.5,124.1
240000000,2019-07-28T06:50:00,-7.71181,-33.14583,14.5,130.0
100000003,2019-07-28T06:55:00,-9.304,-29.05801,13.6,23.0
100000004,2019-07-28T06:55:00,-9.40528,-29.37413,11.6,267.5
100000005,2019-07-28T06:55:00,-8.38334,-32.51586,11.1,124.1
240000000,2019-07-28T06:55:00,-7.72049,-33.13542,14.5,130.0
100000003,2019-07-28T07:00:00,-9.29936,-29.05604,14.5,23.0
100000004,2019-07-28T07:00:00,-9.40543,-29.37755,11.7,267.5
100000005,2019-07-28T07:00:00,-8.38664,-32.51099,14.7,124.1
240000000,2019-07-28T07:00:00,-7.72917,-33.125,14.5,130.0
100000003,2019-07-28T07:05:00,-9.29472,-29.05407,12.9,23.0
100000004,2019-07-28T07:05:00,-9.40557,-29.38098,12.1,267.5
100000005,2019-07-28T07:05:00,-8.38994,-32.50612,13.5,124.1
240000000,2019-07-28T07:05:00,-7.73785,-33.11458,14.5,130.0
100000003,2019-07-28T07:10:00,-9.29008,-29.05209,11.5,23.0
100000004,2019-07-28T07:10:00,-9.40572,-29.3844,11.7,267.5
100000005,2019-07-28T07:10:00,-8.39324,-32.50125,14.2,124.1
240000000,2019-07-28T07:10:00,-7.74653,-33.10417,14.5,130.0
100000003,2019-07-28T07:15:00,-9.28544,-29.05012,13.9,23.0
100000004,2019-07-28T07:15:00,-9.40587,-29.38783,14.6,267.5
100000005,2019-07-28T07:15:00,-8.39653,-32.49638,12.9,124.1
240000000,2019-07-28T07:15:00,-7.75521,-33.09375,14.5,130.0
100000003,2019-07-28T07:20:00,-9.2808,-29.04815,14.0,23.0
100000004,2019-07-28T07:20:00,-9.40602,-29.39125,11.3,267.5
100000005,2019-07-28T07:20:00,-8.39983,-32.49151,11.5,124.1
240000000,2019-07-28T07:20:00,-7.76389,-33.08333,14.5,130.0
100000003,2019-07-28T07:25:00,-9.27616,-29.04617,13.2,23.0
100000004,2019-07-28T07:25:00,-9.40616,-29.39468,13.1,267.5
100000005,2019-07-28T07:25:00,-8.40313,-32.48664,11.5,124.1
240000000,2019-07-28T07:25:00,-7.77257,-33.07292,14.5,130.0
100000003,2019-07-28T07:30:00,-9.27152,-29.0442,14.1,23.0
100000004,2019-07-28T07:30:00,-9.40631,-29.3981,12.6,267.5
100000005,2019-07-28T07:30:00,-8.40643,-32.48177,13.7,124.1
240000000,2019-07-28T07:30:00,-7.78125,-33.0625,14.5,130.0
100000003,2019-07-28T07:35:00,-9.26688,-29.04223,13.0,23.0
100000004,2019-07-28T07:35:00,-9.40646,-29.40153,14.9,267.5
100000005,2019-07-28T07:35:00,-8.40973,-32.4769,12.7,124.1
240000000,2019-07-28T07:35:00,-7.78993,-33.05208,14.5,130.0
100000003,2019-07-28T07:40:00,-9.26224,-29.04025,13.1,23.0
100000004,2019-07-28T07:40:00,-9.40661,-29.40495,11.4,267.5
100000005,2019-07-28T07:40:00,-8.41302,-32.47203,11.8,124.1
240000000,2019-07-28T07:40:00,-7.79861,-33.04167,14.5,130.0
100000003,2019-07-28T07:45:00,-9.2576,-29.03828,12.7,23.0
100000004,2019-07-28T07:45:00,-9.40676,-29.40838,12.6,267.5
100000005,2019-07-28T07:45:00,-8.41632,-32.46716,13.0,124.1
240000000,2019-07-28T07:45:00,-7.80729,-33.03125,14.5,130.0
100000003,2019-07-28T07:50:00,-9.25296,-29.03631,11.1,23.0
